Identificador;Categoria {pt-br};Categoria {en-us};SubCategoria {pt-br};SubCategoria {en-us};Agrupador {pt-br};Grouper {en-us};Objeto {pt-br};Object {en-us};Serviço {pt-br};Service {en-us};Complemento {pt-br};Complement {en-us};Descrição {pt-br};Descrição {en-us};Esforço;Atendimento Corporativo;SLA;Grupo solucionador;Comnetários {pt-br};Comentários - {en-us};Quem Solicita - Ninguém;Quem Solicita - Todos;Quem solicita - TI;Quem solicita - Servicedesk;Quem solicita - Governança;Quem solicita - Key user;Quem solicita - DHO;Quem solicita - VSC;Quem solicita - GQ;Aprovação - Líder;Aprovação - Coord Grupo Soluc.;Aprovação - Diretor;Aprovação - Gerente;Aprovação - Gerente TI;Aprovação - Dono;Aprovação - Adicional;TipoServiço;Automatizado;Automatizado - Preparação;Automatizado - complemento
ITSM-CS-0000625;DTI - Sistemas;ITD - Systems;Projeto;Projeto;Sistemas;System;SAP;SAP;Projeto;Project;(CO) Custos;(CO) Costs;Solicitação de Projetos - CO;Project Request - CO;;1;999;SAPFICO;Definição detalhada do projeto, considerando areas e processos envolvidos. Avaliação de impactos;Detailed project definition, considering areas and processes involved. Impacts assessment;0,00;;1;;;;;;;;1;;;;;;Projeto;;;
ITSM-CS-0000626;DTI - Sistemas;ITD - Systems;Projeto;Projeto;Sistemas;System;SAP;SAP;Projeto;Project;(FI) Financeiro e Contabilidade;(FI) Finance and General Accounting;Solicitação de Projetos - FI;Project Request - FI;;1;999;SAPFICO;Definição detalhada do projeto, considerando areas e processos envolvidos. Avaliação de impactos;Detailed project definition, considering areas and processes involved. Impacts assessment;0,00;;1;;;;;;;;1;;;;;;Projeto;;;
ITSM-CS-0000627;DTI - Sistemas;ITD - Systems;Projeto;Projeto;Sistemas;System;SAP;SAP;Projeto;Project;(MM) Gerenciamento de Materiais;(MM) Material Management;Solicitação de Projetos - MM;Project Request - MM;;1;999;SAPMM;Definição detalhada do projeto, considerando areas e processos envolvidos. Avaliação de impactos;Detailed project definition, considering areas and processes involved. Impacts assessment;0,00;;1;;;;;;;;1;;;;;;Projeto;;;
ITSM-CS-0000628;DTI - Sistemas;ITD - Systems;Projeto;Projeto;Sistemas;System;SAP;SAP;Projeto;Project;(SD) Vendas e Distribuição;(SD) Sales and Distribution;Solicitação de Projetos - SD;Project Request - SD;;1;999;SAPSD;Definição detalhada do projeto, considerando areas e processos envolvidos. Avaliação de impactos;Detailed project definition, considering areas and processes involved. Impacts assessment;0,00;;1;;;;;;;;1;;;;;;Projeto;;;
ITSM-CS-0000629;DTI - Sistemas;ITD - Systems;Projeto;Projeto;Sistemas;System;SAP;SAP;Projeto;Project;(TRA) Transporte;(TRA) Transportation;Solicitação de Projetos - TRA;Project Request - TRA;;1;999;SAPTRA;Definição detalhada do projeto, considerando areas e processos envolvidos. Avaliação de impactos;Detailed project definition, considering areas and processes involved. Impacts assessment;0,00;;1;;;;;;;;1;;;;;;Projeto;;;
ITSM-CS-0000630;DTI - Sistemas;ITD - Systems;Atividades Internas;Atividades Internas;Sistemas;System;SAP;SAP;Reunião 1;Meeting1;(FICO) Finance e Controlling11;(FICO) Finance e Controlling1;Atividades TI;IT activities;;1;999;SAPFICO;Atividades TI;IT activities;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000631;DTI - Sistemas;ITD - Systems;Atividades Internas;Atividades Internas;Sistemas;System;SAP;SAP;Reunião;Meeting;(FICO) Finance e Controlling;(FICO) Finance e Controlling;Atividades TI;IT activities;;1;999;SAPFICO;Atividades TI;IT activities;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000632;DTI - Sistemas;ITD - Systems;Atividades Internas;Atividades Internas;Sistemas;System;SAP;SAP;Reunião;Meeting;(MM) Gerenciamento de Materiais;(MM) Gerenciamento de Materiais;Atividades TI;IT activities;;1;999;SAPMM;Atividades TI;IT activities;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000633;DTI - Sistemas;ITD - Systems;Atividades Internas;Atividades Internas;Sistemas;System;SAP;SAP;Reunião;Meeting;(SD) Vendas e Distribuição;(SD) Vendas e Distribuição;Atividades TI;IT activities;;1;999;SAPSD;Atividades TI;IT activities;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000634;DTI - Sistemas;ITD - Systems;Atividades Internas;Atividades Internas;Sistemas;System;SAP;SAP;Reunião;Meeting;(TRA) Transporte;(TRA) Transporte;Atividades TI;IT activities;;1;999;SAPTRA;Atividades TI;IT activities;0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000635;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Support;(CO) Administração de Investimentos;(CO) Investment Management;Dúvidas / Ajuda aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000636;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Support;(CO) Controladoria;(CO) Controlling;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000637;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Support;(CO) Custos;(CO) Costs;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000638;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(CO) Planejamento Financeiro;(CO) Financial Planning;Dúvidas / Ajuda aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000639;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(FI) Administração de Vendas;(FI) Sales Administration;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000640;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(FI) Comissões;(FI) Commissions;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000641;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(FI) Contabilidade;(FI) General Ledger;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000642;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(FI) Contas a Pagar;(FI) Accounts Payable;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000643;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(FI) Contas a Receber;(FI) Accounts Receivable;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000644;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(FI) Tesouraria;(FI) Treasury;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPFICO;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000645;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(MM) Compras;(MM) Purchasing;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000646;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(MM) Contabilidade;(MM) Accounting;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000647;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(MM) Custos / Inventario;(MM) Costs / Inventory;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000648;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(MM) Dados Mestres Fornecedor;(MM) Vendor Master Data;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000649;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(MM) Dados Mestres Material;(MM) Material Master Data;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000650;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(MM) Fiscal;(MM) Tax Rules;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000651;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(MM) Logistica / Almoxarifado;(MM) Logistics / MRO;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000652;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(MM) Orçamento;(MM) Investment;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000653;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(MM) Recebimento Fiscal;(MM) Tax Receipt Process;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPMM;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000654;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(SD) Beneficiamento;(SD) Distributon - Benefit;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000655;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(SD) Dados Mestres Clientes;(SD) Customer Master Data;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0000656;DTI - Sistemas;ITD - Systems;Operação;Operação;Sistemas;System;SAP;SAP;Dúvidas / Ajuda;Dúvidas / Ajuda;(SD) Determinação de Contas;(SD) Account Determination;Suporte aos processos de negócio quanto a utilização do sistema. Esclarecimento de duvidas e acompanhamento técnico;Business  processes support. Clarify questions or any subject related to the system;;1;32;SAPSD;Informar transação, número documento, mensagem de erro (evidencia tela);Transaction code, document number, error message (screen evidence);0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
